LotArea,Neighborhood,YearBuilt,BHK,SalePrice
6710,OldTown,1972,1,397500
8865,BrkSide,1950,1,330000
5801,CollgCr,1926,1.5,1140000
9122,Veenker,1990,2,652500
9484,CollgCr,1953,1,650000
8100,Crawfor,1940,1,520500
8000,NoRidge,1957,1,506000
12150,Mitchel,1957,1,416000
4838,Somerst,2002,2,269950
34412,NWAmes,1950,1,1920000
5000,OldTown,1926,2,1740000
5432,BrkSide,1978,3,1710000
8400,CollgCr,1958,2,1100000
19168,Veenker,1992,2,999000
6603,CollgCr,2007,2,963000
9496,Crawfor,1954,1,921000
8507,NoRidge,2003,2,902000
5414,Mitchel,2006,2,899950
14565,Somerst,1990,2,862000
6184,NWAmes,2014,2,852880
7089,OldTown,2003,2,850000
6938,BrkSide,1919,1.5,825000
9800,CollgCr,1973,1,825000
3738,Veenker,2013,1,798800
175421,CollgCr,2004,2,792500
5560,Crawfor,1939,1,763101
23790,NoRidge,2002,2,759950
9870,Mitchel,2014,2,749995
6164,Somerst,2002,2,699850
4000,NWAmes,1918,1,690000
4637,OldTown,2008,3,685000
4950,BrkSide,2010,2,680000
8100,CollgCr,1907,2,667000
2774,Veenker,1900,1,660000
4160,CollgCr,1910,3,650000
3600,Crawfor,2005,2,638000
7096,NoRidge,2003,2,632500
28405,Mitchel,2002,2,576000
9603,Somerst,1985,2,575000
7737,NWAmes,1987,2,566000
139392,OldTown,1981,2,565000
108900,BrkSide,1999,2,554000
2300,CollgCr,1912,1,552000
9775,Veenker,1975,1,545000
5600,CollgCr,2014,2,542525
3150,Crawfor,2005,2,534500
6360,NoRidge,1988,2,530000
2000,Mitchel,1910,1.5,524000
1282,Somerst,2006,3,523950
7500,NWAmes,1976,1,518000
54014,OldTown,1960,1,500000
10800,BrkSide,1947,1,500000
12325,CollgCr,1968,1,499000
9962,Veenker,2006,2,492500
8000,CollgCr,1956,1,470000
6723,Crawfor,1958,1,470000
13457,NoRidge,2007,2,468500
7500,Mitchel,1966,1,465000
4708,Somerst,1949,1,460000
4000,NWAmes,1951,1,460000
2100,OldTown,1919,1,460000
12196,BrkSide,1970,1.5,455000
11780,CollgCr,1948,1,450000
32340,Veenker,1976,1.5,445000
9521,CollgCr,2003,2,435000
2674,Crawfor,2007,3,435000
4500,NoRidge,2009,2,429000
65340,Mitchel,1991,1,427000
6250,Somerst,1960,1,418000
10580,NWAmes,1965,1,418000
2970,OldTown,1923,1,415000
9581,BrkSide,1953,1,410000
5340,CollgCr,1947,1,400000
4080,Veenker,1984,1,385000
9912,CollgCr,2000,2,385000
5054,Crawfor,2006,2,385000
26329,NoRidge,1928,1,385000
8015,Mitchel,1960,1,378000
3000,Somerst,1908,1,375000
6000,NWAmes,1913,2,375000
109336,OldTown,1973,1.5,375000
5720,BrkSide,1926,1.5,373000
8925,CollgCr,1977,1,371025
1040,Veenker,2014,2,357186
9602,CollgCr,1987,2,353500
1174,Crawfor,2004,3,340000
6000,NoRidge,1957,1,335000
2640,Mitchel,1908,1,332000
1400,Somerst,2005,3,320000
9600,NWAmes,1979,1,309212
8750,OldTown,1967,1,304000
6355,BrkSide,2007,1,300000
8235,CollgCr,1960,1,295000
7950,Veenker,1967,1,285500
6008,CollgCr,2009,2,284000
9253,Crawfor,1957,1,277000
9150,NoRidge,1969,1,265000
4880,Mitchel,1943,1,245000
1805,Somerst,1999,2,235000
6956,NWAmes,1957,1,230000
9826,OldTown,1988,1,220000
7998,BrkSide,1940,1,220000
8100,CollgCr,1957,1,183000
7300,Veenker,1973,1,175000
8056,CollgCr,1949,1,150000
5500,Crawfor,1947,1.5,92000
13068,NoRidge,1983,1,4670000
4947,Mitchel,1993,2,2480000
9050,Somerst,1934,1.5,2030000
20570,NWAmes,1976,1,1730000
6240,OldTown,2008,2,1560000
7599,BrkSide,1958,1,1540000
16526,CollgCr,2013,2,1330000
9748,Veenker,2004,2,1200000
5568,CollgCr,1905,2,1190000
6251,Crawfor,2000,2,1170000
1923,NoRidge,2006,2,1010000
3060,Mitchel,2001,2,1010000
18029,Somerst,1978,1,950000
12420,NWAmes,1952,1,936000
8225,OldTown,1998,2,900000
4887,BrkSide,1951,2,870000
4797,CollgCr,2014,2,866059
38865,Veenker,1986,1,854000
18334,CollgCr,1996,2,840000
12611,Crawfor,1994,2,837700
4000,NoRidge,1964,2,824000
10481,Mitchel,2003,2,810000
7720,Somerst,1988,2,809000
7000,NWAmes,1971,2,765000
10382,OldTown,1991,2,752000
6009,BrkSide,2005,1,738500
3840,CollgCr,1908,2,729000
7505,Veenker,1994,2,725000
11520,CollgCr,1988,2,720000
6360,Crawfor,1953,1,675000
35362,NoRidge,1976,2,669000
3800,Mitchel,1927,1,667500
4800,Somerst,1948,1,640000
12929,NWAmes,1983,2,616000
6536,OldTown,1989,2,605500
10760,BrkSide,1985,2,605000
10875,CollgCr,1962,1,580000
9100,Veenker,1926,1.5,560000
3477,CollgCr,1971,1,560000
7104,Crawfor,1946,1.5,554000
78225,NoRidge,1976,2,550000
953,Mitchel,2006,3,549000
2800,Somerst,1926,1.5,547000
11585,NWAmes,1967,1,545000
5948,OldTown,1991,2,536000
7201,BrkSide,2006,2,535000
4500,CollgCr,2009,2,519000
7700,Veenker,1961,1,506000
21907,CollgCr,1998,2,499500
18295,Crawfor,1975,1.5,493000
4637,NoRidge,2008,2,479500
932,Mitchel,2004,2,479000
5750,Somerst,1985,1,475000
5100,NWAmes,1909,1,473000
1262,OldTown,2010,3,472000
6896,BrkSide,2001,2,465950
1425,CollgCr,2006,2,465000
19271,Veenker,1943,2,465000
3000,CollgCr,1918,1.5,458000
3315,Crawfor,2005,2,451000
3811,NoRidge,1999,2,449950
8400,Mitchel,1962,1.5,440000
3800,Somerst,1928,1,435000
1238,NWAmes,2009,2,435000
9000,OldTown,1978,1,430000
7200,BrkSide,1950,1,430000
21780,CollgCr,2000,2,421000
9600,Veenker,1967,1,415000
7400,CollgCr,1968,1,405000
7375,Crawfor,1968,1,402000
11266,NoRidge,1986,2,400000
3196,Mitchel,2008,2,386000
7079,Somerst,1993,2,382500
37647,NWAmes,1991,2,380000
7350,OldTown,1995,2,379900
22470,BrkSide,1976,1,375000
3600,CollgCr,2015,3,350000
1347,Veenker,2005,3,350000
7412,CollgCr,1975,1,345000
2229,Crawfor,2007,2,345000
2509,NoRidge,2004,2,343000
9134,Mitchel,1948,1,342000
9406,Somerst,1993,1,332000
4548,NWAmes,2003,2,330000
7091,OldTown,1987,2,325000
5060,BrkSide,1927,1.5,320000
6000,CollgCr,1956,1.5,310000
7665,Veenker,1973,1,305000
9760,CollgCr,1994,2,294999
3600,Crawfor,2011,2,286800
7207,NoRidge,1988,1,280000
7476,Mitchel,1989,1,272000
7276,Somerst,1978,1,269500
12888,NWAmes,1958,1,260000
20700,OldTown,1948,1,260000
5909,BrkSide,1986,1,259000
7532,CollgCr,1987,1,255000
6600,Veenker,1945,1,253000
1360,CollgCr,1983,2,250000
8100,Crawfor,1998,2,250000
6134,NoRidge,1998,1,250000
8719,Mitchel,1982,1,247200
7524,Somerst,1988,1.5,242000
8366,NWAmes,1943,1,239950
7280,CollgCr,1968,1,235000
7466,Veenker,1983,1,229950
7129,CollgCr,1948,1,210000
7000,Crawfor,1967,1,206000
9344,NoRidge,1978,1,204950
7347,Mitchel,1980,1,198000
7000,Somerst,1977,1,187500
13787,NWAmes,1966,1,170000
13300,OldTown,1948,1,142500
27517,BrkSide,2001,2,4490000
12445,CollgCr,1989,2,3000000
230652,Veenker,2001,2,1600000
5500,CollgCr,1937,1.5,1400000
10046,Crawfor,2005,2,1400000
12103,NoRidge,1997,1,1380000
9700,Mitchel,2005,2,1160000
43386,Somerst,1991,1,975000
10576,NWAmes,1999,2,913000
13783,OldTown,1952,2,900000
4080,BrkSide,1918,2,855000
28324,CollgCr,1972,1,850000
9792,Veenker,1938,2,825000
8523,CollgCr,2008,2,820000
10204,Crawfor,1990,2,770000
14910,NoRidge,1995,2,770000
7938,Mitchel,1997,2,764000
43177,Somerst,1989,2,739888
10800,NWAmes,1948,1,711000
1428,OldTown,2013,3,690000
16200,BrkSide,1983,2,688000
4500,CollgCr,1926,1.5,650000
9370,Veenker,1981,1,650000
8114,CollgCr,1951,1,650000
4461,Crawfor,1976,1,646000
9430,NoRidge,1996,2,630000
7683,Mitchel,1987,2,620000
12070,Somerst,1978,2,615000
5000,NWAmes,2008,2,580000
10000,OldTown,1980,2,574950
6738,BrkSide,1996,2,570000
58806,CollgCr,1969,2,568450
4500,Veenker,2004,1,564000
15101,CollgCr,1996,2,562000
6400,Crawfor,1938,1,559000
6000,NoRidge,1958,1,555000
11411,Mitchel,1961,1,554000
9361,Somerst,1936,1.5,545500
34222,NWAmes,1989,2,540000
8200,OldTown,1963,1,540000
6360,BrkSide,2013,1,536751
4080,CollgCr,2003,2,535000
4595,Veenker,2008,2,535000
7700,CollgCr,2003,2,515500
1419,Crawfor,2007,2,515000
16249,NoRidge,2002,2,507000
9375,Mitchel,1968,1,507000
923,Somerst,2008,3,485000
1120,NWAmes,2008,3,482000
8432,OldTown,1977,1,475000
7543,BrkSide,1966,1,469000
4800,CollgCr,1925,1,465000
6278,Veenker,2006,2,461000
14292,CollgCr,1981,1,455000
4080,Crawfor,1928,1,450000
4780,NoRidge,2000,2,440000
7700,Mitchel,1972,1,424000
4800,Somerst,1952,1,415000
5501,NWAmes,2010,2,415000
10500,OldTown,1961,1,410000
68824,BrkSide,1968,2,407450
17300,CollgCr,1968,1,403500
6150,Veenker,1928,1.5,400000
1388,CollgCr,2008,3,384400
9839,Crawfor,1910,1,375000
6871,NoRidge,1997,2,375000
6715,Mitchel,1991,2,365000
4200,Somerst,1954,1,343566
26977,NWAmes,2005,2,330000
7000,OldTown,1977,1,325000
6753,BrkSide,1994,2,322500
6368,CollgCr,1993,2,315000
12672,Veenker,1960,1,310000
1294,CollgCr,2010,2,309000
3575,Crawfor,2000,2,300000
7700,NoRidge,1971,1,300000
9360,Mitchel,1968,1,299000
8682,Somerst,1966,1,295000
9000,NWAmes,1979,1,287500
10723,OldTown,1960,1,284950
7171,BrkSide,1970,1,279950
9000,CollgCr,1969,1,274500
2800,Veenker,2012,2,267000
7100,CollgCr,1963,1,265000
9011,Crawfor,1983,1,264950
8118,NoRidge,1980,1,264000
9600,Mitchel,1947,1.5,253779
11234,Somerst,1942,1,250275
8092,NWAmes,1986,1,242000
10920,OldTown,1942,1,240000
6900,BrkSide,1978,1,239950
9435,CollgCr,1958,1,230000
12519,Veenker,1958,1,220000
8867,CollgCr,1921,2,206000
8580,Crawfor,1900,1.5,192500
4800,NoRidge,1914,1,190000
6350,Mitchel,1967,2,180000
5000,Somerst,1915,1,175000
5080,NWAmes,1931,1.5,175000
10450,OldTown,2002,2,2200000
13000,BrkSide,1972,2,1820000
5131,CollgCr,1927,2,1530000
3819,Veenker,2002,2,1440000
3600,CollgCr,1902,2.5,1330000
13912,Crawfor,2005,2,1310000
13224,NoRidge,1990,2,1240000
19126,Mitchel,1977,2,1190000
9938,Somerst,2001,2,1070000
10500,NWAmes,1989,2,1030000
7089,OldTown,2004,2,945000
9385,BrkSide,1925,1.5,930000
209088,CollgCr,1994,2,925000
6000,Veenker,1959,1,899000
5136,CollgCr,1927,1.5,850000
19023,Crawfor,1985,2,805000
7910,NoRidge,2001,2,799000
15992,Mitchel,1996,2,775000
40705,Somerst,1994,2,770000
5600,NWAmes,1947,1,756000
10078,OldTown,2012,2,750000
6884,BrkSide,2012,2,734990
6775,CollgCr,2008,1,728050
34290,Veenker,1987,2,720000
6699,CollgCr,2004,2,712000
5980,Crawfor,1945,1.5,703000
3000,NoRidge,1911,1,680000
8058,Mitchel,1998,2,661000
18362,Somerst,1956,1,659500
4079,NWAmes,2008,2,646000
9247,OldTown,1972,1,619850
3360,BrkSide,1931,1.5,618250
1612,CollgCr,2006,3,607500
237402,Veenker,2007,1,600000
8400,CollgCr,1970,2,600000
7200,Crawfor,1907,2,590300
11044,NoRidge,2001,2,585000
9593,Mitchel,1969,1,580000
9000,Somerst,1948,1,576000
10358,NWAmes,1962,1,558000
3060,OldTown,1906,2,549000
949,BrkSide,2008,3,543000
7415,CollgCr,2014,2,540500
219527,Veenker,1991,1,520000
10744,CollgCr,1954,1,519000
8031,Crawfor,1998,2,510000
7201,NoRidge,2003,2,507000
8210,Mitchel,1952,1,506000
4611,Somerst,1996,2,505000
48716,NWAmes,1994,1,500000
5000,OldTown,1910,1,499000
7326,BrkSide,1983,2,489950
1110,CollgCr,2003,2,475000
38884,Veenker,1997,1,470000
3625,CollgCr,1900,2,464000
11200,Crawfor,1955,1,450000
7693,NoRidge,2003,2,450000
8740,Mitchel,1968,1,440000
4225,Somerst,2005,1,437000
6600,NWAmes,1949,1,436000
8065,OldTown,1948,1,435000
8625,BrkSide,1987,2,429900
9324,CollgCr,1962,1,410000
4377,Veenker,1947,1,405000
5753,CollgCr,1947,1.5,401000
8255,Crawfor,1930,1.5,399888
10350,NoRidge,1968,1,395000
10240,Mitchel,1979,1,390000
11200,Somerst,1978,1,385000
20181,NWAmes,1963,1,380000
3000,OldTown,1909,1.5,378750
2700,BrkSide,2011,2,362500
4650,CollgCr,2004,2,360000
6000,Veenker,1945,1,352450
9205,CollgCr,1921,1,350000
7200,Crawfor,1966,1,346150
6112,NoRidge,2004,2,340000
103672,Mitchel,1969,1,335000
7209,Somerst,2011,2,330000
5000,NWAmes,2003,2,320000
8341,OldTown,1939,1,319950
3000,BrkSide,1903,1.5,311000
9600,CollgCr,1980,1,310000
11374,Veenker,1933,1.5,287000
4731,CollgCr,1901,1.5,285000
42399,Crawfor,1990,1,280000
15681,NoRidge,1971,1,275000
8750,Mitchel,1968,1.5,269900
7300,Somerst,1966,1,265000
8498,NWAmes,1959,1,249000
13510,OldTown,1950,1,248000
14690,BrkSide,1960,1,240000
11461,CollgCr,1976,2,232603
8450,Veenker,1961,1,232500
7350,CollgCr,1984,1,221000
7210,Crawfor,1983,1,210000
8340,NoRidge,1960,1,200000
5412,Mitchel,1905,2,197500
4320,Somerst,1912,1,186000
8079,NWAmes,1983,1,177000
39964,OldTown,1945,1,120000
10800,BrkSide,1999,2,2400000
17833,CollgCr,1973,2,2110000
15235,Veenker,1965,2,1950000
4800,CollgCr,2008,3,1460000
6280,Crawfor,1905,1.5,1330000
36200,NoRidge,1989,2,1320000
7800,Mitchel,1937,2.5,1300000
13782,Somerst,2004,2,1240000
6551,NWAmes,1939,1.5,1230000
244716,OldTown,2002,2,1140000
43560,BrkSide,1989,2,1080000
13551,CollgCr,1998,2,995000
14133,Veenker,1954,1,979000
10125,CollgCr,1960,2,970500
11548,Crawfor,1988,2,950000
18892,NoRidge,1962,1,950000
10437,Mitchel,1959,1,925000
8014,Somerst,2012,2,925000
4000,NWAmes,2003,2,915000
14486,OldTown,1997,2,905000
9552,BrkSide,1975,1,885000
30884,CollgCr,1988,2,869000
8170,Veenker,1995,2,850000
10192,CollgCr,1978,2,830000
8338,Crawfor,2001,2,812000
7035,NoRidge,2004,2,800000
10920,Mitchel,1974,1,790000
3000,Somerst,1905,2,780000
4400,NWAmes,2014,2,775950
7781,OldTown,2006,2,754800
27591,BrkSide,2000,2,725000
4080,CollgCr,1917,2,725000
8837,Veenker,2001,2,725000
6628,CollgCr,2003,2,715000
11700,Crawfor,1964,1,681500
5453,NoRidge,1926,2,665900
9273,Mitchel,1988,2,660000
1565,Somerst,2005,2,654000
6587,NWAmes,2003,2,650000
4400,OldTown,1930,1,640000
10306,BrkSide,1986,2,632500
4800,CollgCr,2014,2,625000
7777,Veenker,1989,2,623000
7553,CollgCr,1996,2,605000
3600,Crawfor,1919,1,600000
22649,NoRidge,1993,2,595000
1710,Mitchel,1999,2,587206
4900,Somerst,2013,2,565000
4080,NWAmes,1916,1.5,547000
1879,OldTown,2001,3,525000
6000,BrkSide,1917,1.5,511500
11479,CollgCr,1940,1,489000
9665,Veenker,1976,1,488800
6250,CollgCr,1990,1,482500
5500,Crawfor,1941,1,480000
8085,NoRidge,1976,1,477000
5013,Mitchel,2003,2,458000
28516,Somerst,1975,1,456000
4653,NWAmes,1985,2,455000
21000,OldTown,1954,1,455000
3480,BrkSide,1947,1,450000
6853,CollgCr,2006,2,448000
21781,Veenker,1994,2,443500
7280,CollgCr,1979,1,441000
12429,Crawfor,1977,1,436500
5612,NoRidge,1999,2,425000
10209,Mitchel,1967,1,425000
10319,Somerst,1959,1,420000
3149,NWAmes,2013,2,420000
3960,OldTown,1925,1,412000
10000,BrkSide,2002,1.5,405000
10005,CollgCr,1950,1.5,400000
189486,Veenker,1972,2,400000
7927,CollgCr,1973,1,400000
11717,Crawfor,1997,2,397000
4000,NoRidge,1925,1,395000
3750,Mitchel,1910,1.5,390000
4288,Somerst,1949,1,380000
12236,NWAmes,1978,1,378000
4770,OldTown,2005,2,371000
11612,BrkSide,1981,1,359950
7420,CollgCr,1973,1,359900
8265,Veenker,1996,2,355000
10800,CollgCr,1943,1,355000
11249,Crawfor,1985,1,340000
4600,NoRidge,2014,2,339990
8504,Mitchel,1992,2,337000
7884,Somerst,1942,1,332000
11227,NWAmes,1995,2,330000
8085,OldTown,1983,2,329950
4239,BrkSide,1948,1,325000
60960,CollgCr,1967,1,291000
6302,Veenker,1997,2,282000
8089,CollgCr,1987,1,280000
7700,Crawfor,1979,1,279000
7500,NoRidge,1959,1,264950
16306,Mitchel,1931,1,250000
15000,Somerst,1963,1,245000
8160,NWAmes,1960,1,237000
2841,OldTown,2004,2,218000
11600,BrkSide,1931,1,215000
5756,CollgCr,1910,2,210000
7314,Veenker,1960,1,205000
7156,CollgCr,1953,1,203000
7420,Crawfor,1913,1.5,200000
6600,NoRidge,1949,1,200000
5130,Mitchel,1948,1,175000
20000,Somerst,1952,1,1100000
6830,NWAmes,2000,2,930000
6300,OldTown,1928,1.5,849000
5544,BrkSide,1934,1.5,750000
8994,CollgCr,1986,2,639500
2788,Veenker,1943,1,442900
9176,CollgCr,1956,1,418000
1820,Crawfor,1948,2,375000
14406,NoRidge,1987,2,874150
10613,Mitchel,1989,2,810000
5000,Somerst,1907,1.5,802000
7300,NWAmes,1963,1,732600
10083,OldTown,1966,2,687000
6000,BrkSide,1914,1,565000
6023,CollgCr,1990,2,545000
8400,Veenker,1963,1,500000
6770,CollgCr,1926,1.5,480000
40003,Crawfor,1977,1,439500
6260,NoRidge,2004,2,374000
13550,Mitchel,1999,2,330000
17826,Somerst,2005,2,3400000
20377,NWAmes,1997,2,2080000
18731,OldTown,1974,2,1700000
74487,BrkSide,1948,2,1580000
11394,CollgCr,1956,1,1290000
3944,Veenker,1913,1.5,1220000
13194,CollgCr,1965,2,1190000
7661,Crawfor,2006,2,905000
10155,NoRidge,1996,2,905000
6978,Mitchel,1949,2,899000
29163,Somerst,1998,2,835000
35124,NWAmes,1984,2.5,831500
206474,OldTown,1997,1,806000
11824,BrkSide,1972,1,800000
4895,CollgCr,1954,1,800000
59863,Veenker,1987,2,780000
6158,CollgCr,1999,2,775000
5000,Crawfor,1941,1.5,750000
5102,NoRidge,1954,1,735000
8613,Mitchel,1962,1,725000
30410,Somerst,1988,2,725000
30500,NWAmes,1960,1,715000
4560,OldTown,1907,1,690000
1676,BrkSide,1943,1,685000
11120,CollgCr,1982,2,675000
5300,Veenker,2008,2,670000
7081,CollgCr,2013,1,664950
2850,Crawfor,1987,3,660000
7351,NoRidge,1990,2,650000
1375,Mitchel,2014,2,649950
280962,Somerst,2005,2,649000
6000,NWAmes,2014,2,633634
4180,OldTown,1926,1.5,615000
8400,BrkSide,1962,1,603500
10153,CollgCr,1987,2,600000
7875,Veenker,1966,1.5,590000
1269,CollgCr,2009,3,579000
5750,Crawfor,1976,1,577000
3884,NoRidge,1924,1,569000
907,Mitchel,2006,2,562500
12476,Somerst,1989,2,560000
7989,NWAmes,1990,2,560000
3255,OldTown,1988,2,550000
8086,BrkSide,1964,1,550000
3500,CollgCr,1924,1,525000
5027,Veenker,2013,2,515000
8122,CollgCr,1977,1,502000
5100,Crawfor,1911,2,500000
3817,NoRidge,2005,2,497000
12196,Mitchel,1918,2,495000
7345,Somerst,1973,1,494000
1860,NWAmes,2014,2,491234
2500,OldTown,1984,2,490000
11319,BrkSide,1978,2,479000
6000,CollgCr,1905,1,471001
8221,Veenker,1992,2,470000
9760,CollgCr,1978,1,460000
6107,Crawfor,2003,2,459950
1599,NoRidge,2012,2,458500
50965,Mitchel,1956,1,453000
4333,Somerst,1942,1,450000
7280,NWAmes,1972,1,449500
5040,OldTown,1930,1,449000
21675,BrkSide,1958,1,446000
10280,CollgCr,1977,1,442500
7253,Veenker,1990,2,442000
7207,CollgCr,1983,1,440000
4625,Crawfor,1949,1,430000
12731,NoRidge,1981,1,430000
6413,Mitchel,1950,1,425000
39189,Somerst,1992,1,425000
5029,NWAmes,1937,1,420000
8518,OldTown,1955,1,415000
2599,BrkSide,1901,1,405000
1245,CollgCr,2004,3,405000
8004,Veenker,1960,1,403500
1350,CollgCr,2009,2,402101
20283,Crawfor,1965,1.5,400000
5223,NoRidge,1940,1,399950
7149,Mitchel,1955,1,396500
12821,Somerst,1959,1,389800
1677,NWAmes,2007,3,385000
37011,OldTown,1984,2,385000
7471,BrkSide,1990,2,375000
25600,CollgCr,1962,1,365000
1768,Veenker,2009,2,362500
15264,CollgCr,1997,2,362300
6417,Crawfor,1953,1,360000
9569,NoRidge,1963,1,350000
10150,Mitchel,1957,1.5,350000
38781,Somerst,1949,1,349900
8400,NWAmes,1955,1,347000
8100,OldTown,1950,1,346000
4118,BrkSide,1989,2,345950
8625,CollgCr,1959,1,345100
4200,Veenker,1904,2,345000
1192,CollgCr,2008,2,345000
12750,Crawfor,1993,1,337000
5100,NoRidge,1907,1,335000
9360,Mitchel,1970,1.5,334000
4995,Somerst,2011,2,329900
9834,NWAmes,1969,1,326000
7208,OldTown,1975,1,324000
19000,BrkSide,1975,2,322200
7417,CollgCr,1998,2,320000
43560,Veenker,1974,1,320000
8214,CollgCr,2013,2,312891
4775,Crawfor,2006,2,310000
4469,NoRidge,2008,2,300000
5550,Mitchel,2004,2,300000
7200,Somerst,1951,1,299995
9238,NWAmes,1946,1.5,291500
17600,OldTown,1930,2,290900
8145,BrkSide,1932,1,290000
750,CollgCr,2008,2,286000
6263,Veenker,2003,2,285000
3000,CollgCr,1925,1,280000
6552,Crawfor,1949,1,275000
6000,NoRidge,1952,1,275000
8400,Mitchel,1977,2,269950
7412,Somerst,1976,1,269500
9450,NWAmes,1928,1.5,265000
7482,OldTown,1966,1,264000
18200,BrkSide,1962,1,261350
37045,CollgCr,1989,2,260000
6738,Veenker,1990,1,249900
8645,CollgCr,1963,1,249500
19204,Crawfor,1968,1,249000
9600,NoRidge,1984,1,239950
11100,Mitchel,1968,1,235000
7956,Somerst,1980,2,235000
8891,NWAmes,1962,1.5,235000
11100,OldTown,1940,1,234000
2958,BrkSide,1985,2,233500
389126,CollgCr,1919,1.5,230000
8820,Veenker,1967,1,225000
8505,CollgCr,1931,1,215000
6780,Crawfor,1945,1,205425
9600,NoRidge,1968,1,200000
8750,Mitchel,1959,1,199950
13100,Somerst,1943,1,165000
2356,NWAmes,2012,2,160797
18641,OldTown,2002,1,3080000
13800,BrkSide,1959,2,2700000
13180,CollgCr,1940,2,2470000
15600,Veenker,1973,1,1250000
53574,CollgCr,1994,1,1220000
5925,Crawfor,1913,2,1160000
9052,NoRidge,1900,1,1010000
10200,Mitchel,1973,2,998000
9950,Somerst,1930,1.5,970000
3825,NWAmes,1926,1.5,941000
35261,OldTown,1985,1.5,925000
3841,BrkSide,2005,3,880000
22588,CollgCr,1996,2,875000
13900,Veenker,2010,1,859000
37122,CollgCr,1996,2,850000
4000,Crawfor,1958,1,850000
4750,NoRidge,1930,1.5,845000
203425,Mitchel,2000,1,839000
6150,Somerst,1908,2,819000
31450,NWAmes,2010,2,790000
8760,OldTown,1978,1,762500
9571,BrkSide,2004,2,751000
4850,CollgCr,2013,2,745641
18295,Veenker,1986,2,725000
9840,CollgCr,1978,1,689000
5000,Crawfor,1929,1.5,687500
5756,NoRidge,1946,1.5,683500
5611,Mitchel,2004,1,675000
8346,Somerst,1961,1,665000
6000,NWAmes,1902,2,660000
9594,OldTown,1997,2,640000
2772,BrkSide,2012,2,639888
2640,CollgCr,1927,1,631500
64073,Veenker,1976,1,625000
55387,CollgCr,1994,2,620000
5000,Crawfor,1949,1,615000
4080,NoRidge,1924,1,615000
7700,Mitchel,1968,1,600000
14930,Somerst,1995,2,600000
22572,NWAmes,1968,1,599000
8195,OldTown,2006,2,589950
100545,BrkSide,1998,2,585000
20793,CollgCr,1991,2,575000
5000,Veenker,1926,1.5,575000
13392,CollgCr,1947,1,549000
4132,Crawfor,1999,2,535000
3680,NoRidge,1941,1,530000
35722,Mitchel,1984,1,520000
14021,Somerst,1999,2,518000
1309,NWAmes,2006,3,510000
14350,OldTown,1955,1,502000
5412,BrkSide,1920,1,485000
3000,CollgCr,1906,1.5,483000
10466,Veenker,1959,1,464500
2003,CollgCr,1996,2,457500
4502,Crawfor,2005,2,455000
1259,NoRidge,2015,2,455000
7400,Mitchel,1959,1,445000
9900,Somerst,1957,1,440000
6380,NWAmes,1948,1,438000
8505,OldTown,1980,1,437000
4500,BrkSide,1990,2,425000
6180,CollgCr,1946,1.5,425000
3821,Veenker,2005,2,420000
8000,CollgCr,1977,1,415000
6031,Crawfor,2011,2,415000
12750,NoRidge,1995,2,405000
7300,Mitchel,1957,1,405000
8053,Somerst,1951,1,405000
11413,NWAmes,1984,1,400000
